Stable ID,Category,Title,Issue,Advice,Examples – Pass,Examples – Fail,Accessibility Consideration,References,Rationale,Enforcement Level,Roles,Severity,Metrics Affected,Platform-wise Applicability,Page-wise Applicability,Component-wise Applicability,Context-wise Applicability,Evidence Type,AI Support,Confidence Weight,Version
LFS-013,"Lists, Filters, and Sorting",Show visual confirmation of active filters,• Users lose track of applied filters.,• Highlight active filters and show count if needed.,• Active chips + “3 filters applied”.,• No indication of applied filters.,• Feedback helps orientation and reduces errors.,GIGW 3.0 SC 6.2.1; BIS IS 17802:2022 7.5.3; DBIM 4.4,Visibility of system state improves confidence.,Foundational,"Designer, Developer",Medium Issue,Transparency,Website (Desktop); Website (Mobile View); Mobile App,Filtered views,"Filter chips, Badges",Feedback,Visual,Evaluative,0.86,v3.0.0
LFS-014,"Lists, Filters, and Sorting",Provide clear option to reset all filters,• Users struggle to return to default state.,• Add visible “Clear All Filters” action.,• Single-tap reset restores baseline list.,• Filters must be cleared one-by-one.,• Supports error recovery and control.,WCAG 2.1 SC 3.3.6; GIGW 3.0 SC 6.2.2; BIS IS 17802:2022 7.5.4; DBIM 4.5,Easy recovery prevents frustration and abandonment.,Foundational,"Designer, Developer",Medium Issue,Recovery time,Website (Desktop); Website (Mobile View); Mobile App,Filter interfaces,Reset controls,Recovery,Behavioral,Evaluative,0.89,v3.0.0
LFS-015,"Lists, Filters, and Sorting",Persist user filter preferences across sessions,• Users must reapply filters repeatedly.,• Persist last-used filters using cookies or user profile preferences.,• Returning user sees previously applied filters.,• Filters reset every visit without user choice.,• Persistence must respect consent and privacy controls.,GIGW 3.0 SC 6.2.4; DBIM 4.3; BIS IS 17802:2022 7.4.2,Reduces repetitive effort and improves efficiency.,Optimizing,"Designer, Developer",Small Issue,"Return usage, Efficiency",Website (Desktop); Website (Mobile View); Mobile App,Listing pages,Filter state,Personalization,Behavioral,Evaluative,0.81,v3.0.0
LFS-016,"Lists, Filters, and Sorting",Allow users to create and save custom filter presets,• Power users cannot reuse complex filters.,• Enable naming and saving filter combinations.,• Preset like “My Daily Schemes”.,• Filters lost after navigation.,• Saved presets must be clearly labeled and editable.,GIGW 3.0 SC 6.2.4,Supports advanced workflows without cluttering UI.,Optimizing,"Designer, Developer",Small Issue,Power-user efficiency,Website (Desktop); Website (Mobile View); Mobile App,Data-heavy listings,Filter presets,Personalization,Behavioral,Evaluative,0.79,v3.0.0
LFS-017,"Lists, Filters, and Sorting",Provide relevant sorting options,• Users cannot reorder content meaningfully.,"• Offer context-appropriate sorting (date, relevance, name).",• “Sort by Newest / Popular”.,• Single hard-coded order.,• Sorting controls must be keyboard operable.,GIGW 3.0 SC 6.3.1,Sorting improves content findability.,Foundational,"Designer, Developer",Medium Issue,Findability,Website (Desktop); Website (Mobile View); Mobile App,Listing pages,Sort controls,Exploration,Structural,Evaluative,0.87,v3.0.0
LFS-018,"Lists, Filters, and Sorting",Define a logical default sorting order,• Initial order feels arbitrary.,"• Default to most useful order (e.g., relevance).",• “Newest First” for updates.,• Alphabetical by default without rationale.,• Predictable defaults reduce confusion.,GIGW 3.0 SC 6.3.1,Strong defaults reduce user effort.,Foundational,"Designer, Developer",Medium Issue,First-time success,Website (Desktop); Website (Mobile View); Mobile App,Listing pages,Sort logic,Orientation,Semantic,Evaluative,0.86,v3.0.0
LFS-019,"Lists, Filters, and Sorting",Allow ascending and descending sort toggling,• Users cannot reverse order.,• Enable ▲ / ▼ toggles for each criterion.,• Price ↑ / ↓ toggle.,• Fixed direction sorting.,• Controls must expose state to assistive tech.,WCAG 2.1 SC 2.4.5; DBIM 4.2; BIS IS 17802:2022 7.3.5,Supports flexible comparison.,Foundational,"Designer, Developer",Medium Issue,Control,Website (Desktop); Website (Mobile View); Mobile App,Sorted lists,Sort toggles,Comparison,Behavioral,Evaluative,0.85,v3.0.0
LFS-020,"Lists, Filters, and Sorting",Enable combination sorting where contextually useful,• Single-criterion sorting insufficient.,• Allow secondary sort rules if relevant.,• “Price then Rating”.,• No multi-criteria control for dense data.,• Advanced controls should not overwhelm novices.,GIGW 3.0 SC 6.3.1,Improves decision quality for complex data.,Advanced,Designer,Small Issue,Decision accuracy,Website (Desktop); Website (Mobile View); Mobile App,Data comparison pages,Multi-sort controls,Advanced exploration,Structural,Evaluative,0.74,v3.0.0
LFS-021,"Lists, Filters, and Sorting",Display clear indicators for current sort order,• Users unsure how content is ordered.,• Use arrows or icons to show direction.,• “↓ Price” highlighted.,• No visible sort indicator.,• Icons must have text alternatives.,GIGW 3.0 SC 6.3.2; DBIM 4.3,Visibility of system state builds trust.,Foundational,Designer,Medium Issue,Transparency,Website (Desktop); Website (Mobile View); Mobile App,Sorted lists,Sort indicators,Feedback,Visual,Evaluative,0.88,v3.0.0
LFS-022,"Lists, Filters, and Sorting",Highlight the active sorting option,• Active sort not visually distinguished.,• Apply selected state styling to active option.,• Bold or filled active sort button.,• All sort options look identical.,• Active state must be perceivable beyond color alone.,WCAG 2.1 SC 1.3.1; SC 2.4.7; GIGW 3.0 SC 6.3.2,Reinforces orientation and reduces errors.,Foundational,"Designer, Developer",Medium Issue,Orientation,Website (Desktop); Website (Mobile View); Mobile App,Sorted lists,Sort controls,Feedback,Visual,Evaluative,0.89,v3.0.0
FDE-001,Forms and Data Entry,Limit forms to essential fields only,• Forms include unnecessary or redundant fields that increase effort.,• Request only task-critical data; remove optional or duplicate fields; use progressive disclosure where needed.,"• Application form asks only name, ID, and required eligibility details.",• Long forms requesting unrelated demographic or optional data upfront.,• Fewer fields reduce cognitive load and support users with memory or attention impairments.,WCAG 2.1 SC 3.3.2; WCAG 2.2 SC 1.3.5; GIGW 3.0 Accessible Forms,"Minimizing fields directly improves completion rates and reduces abandonment, especially on mobile and low-bandwidth contexts.",Foundational,Designer,Big Issue,Form completion rate; Drop-off rate; Time on task,Website (Desktop); Website (Mobile View); Mobile App,All form-based pages,Form fields; Field groups,Data collection,Structural,Automated,0.92,v3.0.0
FDE-002,Forms and Data Entry,Use multi-step forms for long data entry,• Long single-page forms overwhelm users.,• Break forms into logical steps with clear navigation and backward movement.,• Form divided into “Personal Details → Address → Review & Submit”.,• Single scrolling form with 20+ fields.,• Step-wise segmentation supports focus and reduces cognitive overload.,WCAG 2.1 SC 3.3.2; SC 3.3.5; GIGW 3.0 Progressive Disclosure,Chunking information improves comprehension and task success for complex workflows.,Optimizing,Designer,Medium Issue,Task success; Drop-off rate,Website (Desktop); Website (Mobile View); Mobile App,Multi-step forms,Steppers; Form sections,Long-form submission,Structural,Evaluative,0.78,v3.0.0
FDE-003,Forms and Data Entry,Show clear progress indicators in multi-step forms,• Users are unaware of progress or remaining steps.,• Display persistent progress indicators like “Step 2 of 4”.,• Visible progress bar remains fixed during form completion.,• No indication of form length or remaining steps.,• Progress indicators improve orientation for screen reader and cognitive accessibility users.,WCAG 2.2 SC 2.5.3; SC 2.4.6; GIGW 3.0 Process Guidance,Visibility of progress reduces anxiety and increases completion confidence.,Optimizing,Designer,Medium Issue,Completion confidence; Drop-off rate,Website (Desktop); Website (Mobile View); Mobile App,Multi-step forms,Progress bars; Step indicators,Guided workflows,Visual,Evaluative,0.76,v3.0.0
FDE-004,Forms and Data Entry,Ensure visible and clear field labels,"• Labels are missing, unclear, or replaced by placeholders.",• Use explicit labels positioned above or beside fields; do not rely on placeholders alone.,• “Mobile Number” label displayed above input field.,• Placeholder text disappears when user starts typing.,• Clear labels are essential for screen readers and cognitive accessibility.,WCAG 2.2 SC 3.3.2; GIGW 3.0 Form Clarity,Proper labeling prevents input errors and supports assistive technologies.,Foundational,Designer,Medium Issue,Error rate; Accessibility compliance,Website (Desktop); Website (Mobile View); Mobile App,All form pages,Input fields; Labels,Data entry,Structural,Automated,0.94,v3.0.0
FDE-005,Forms and Data Entry,Use appropriate input types for data fields,• Incorrect input types increase typing effort and errors.,"• Map fields to correct input types (tel, number, date, dropdowns).",• Numeric keypad opens for phone number field.,• Free-text field used for date or phone number.,• Optimized input types improve motor accessibility and reduce effort.,GIGW 3.0 Accessible Forms; WCAG 2.2 SC 2.5.1,Correct input types significantly improve speed and accuracy on mobile devices.,Foundational,Designer; Developer,Big Issue,Input errors; Time on task,Website (Desktop); Website (Mobile View); Mobile App,Form pages,Input controls,Mobile data entry,Structural,Evaluative,0.88,v3.0.0
FDE-006,Forms and Data Entry,Provide real-time input validation with guidance,• Users receive errors only after submission.,• Validate inputs inline with clear error messages and solutions.,• Email field shows error immediately with correction hint.,• Errors shown only after full form submission.,• Real-time feedback reduces memory load and frustration.,WCAG 2.1 SC 3.3.1; SC 3.3.3; GIGW 3.0 Input Feedback,Immediate validation prevents cascading errors and repeated submissions.,Foundational,Designer,Big Issue,Error recovery rate; Completion rate,Website (Desktop); Website (Mobile View); Mobile App,Form pages,Validation messages,Data entry,Behavioral,Evaluative,0.86,v3.0.0
FDE-007,Forms and Data Entry,Optimize input fields for touch interaction,"• Input fields and controls are too small or closely packed, causing touch errors.",• Ensure all interactive elements meet minimum touch target size and spacing; avoid dense clustering on small screens.,• Buttons and fields are ≥48×48 px with 8–12 px spacing on mobile.,"• Small checkboxes placed too close together, causing accidental taps.",• Adequate sizing and spacing support users with motor impairments and reduce interaction errors.,WCAG 2.1 SC 2.5.1; WCAG 2.2 SC 2.5.8; GIGW 3.0 Mobile Accessibility,Touch-optimized controls are critical for mobile-first government services and directly impact task success and error rates.,Foundational,Designer,Big Issue,Input error rate; Task success rate; Abandonment,Website (Desktop); Website (Mobile View); Mobile App,All form pages,Input fields; Buttons; Checkboxes,Touch interaction,Structural,Evaluative,0.9,v3.0.0
FDE-008,Forms and Data Entry,Enable autofill for repetitive or predictable inputs,• Users must repeatedly type commonly known or system-derivable data.,• Use standard autocomplete attributes and platform autofill APIs; support OTP autofill where applicable.,"• Email, address, and OTP fields autofill automatically.",• OTP or address fields require full manual entry every time.,• Autofill reduces cognitive load and benefits users with motor or cognitive limitations.,WCAG 2.1 SC 1.3.5; WCAG 2.2 SC 2.2.1; GIGW 3.0 Form Efficiency,Autofill significantly reduces effort and friction in high-frequency government transactions.,Optimizing,Developer,Medium Issue,Time on task; Completion rate,Website (Desktop); Website (Mobile View); Mobile App,Authentication and service forms,Input fields; OTP fields,Repetitive data entry,Structural,Evaluative,0.82,v3.0.0
FDE-009,Forms and Data Entry,Provide intelligent suggestions and predictive input,• Users must type full values even when options are predictable.,"• Offer context-aware suggestions (auto-suggest, predictive text) without overwhelming users.",• City field suggests matching cities as the user types.,• Long dropdowns or free-text fields with no suggestions.,• Predictive assistance supports cognitive accessibility and reduces memory load.,WCAG 2.1 SC 1.3.1; SC 1.3.5; GIGW 3.0 Input Acceleration,Intelligent suggestions accelerate form completion while reducing input errors.,Optimizing,Developer,Medium Issue,Time on task; Error rate,Website (Desktop); Website (Mobile View); Mobile App,Forms with categorical inputs,Auto-suggest fields,Assisted data entry,Behavioral,Evaluative,0.75,v3.0.0
